"value" "group"
"1" 2.70657932104027 "Typ_A"
"2" -1.53999395678512 "Typ_A"
"3" 1.23508245946747 "Typ_A"
"4" -0.424855747925665 "Typ_A"
"5" 0.389790759611426 "Typ_A"
"6" 0.108238379173733 "Typ_A"
"7" 0.355467678072897 "Typ_A"
"8" 1.25484858544137 "Typ_A"
"9" 0.100638289639701 "Typ_A"
"10" 0.532042097496244 "Typ_A"
"11" -0.527388050127863 "Typ_A"
"12" -0.653466690984967 "Typ_A"
"13" 1.1469706845979 "Typ_A"
"14" 1.9056860415226 "Typ_A"
"15" 1.35132824363982 "Typ_A"
"16" 0.301810619656265 "Typ_A"
"17" -0.142205509966545 "Typ_A"
"18" -1.14856902795789 "Typ_A"
"19" 0.166294812361573 "Typ_A"
"20" -2.57928267992854 "Typ_A"
"21" -0.487322153783211 "Typ_A"
"22" -1.70907356172619 "Typ_A"
"23" -0.865995543515179 "Typ_A"
"24" 0.388689232049328 "Typ_A"
"25" 0.585939150067048 "Typ_A"
"26" -2.2462298832212 "Typ_A"
"27" 2.61325328381935 "Typ_A"
"28" 0.462395944194632 "Typ_A"
"29" 0.571569963812217 "Typ_A"
"30" 0.818364616033543 "Typ_A"
"31" -3.28351120325137 "Typ_A"
"32" -1.09263695347624 "Typ_A"
"33" -2.832413163099 "Typ_A"
"34" 1.27986130951357 "Typ_A"
"35" -1.22537346585883 "Typ_A"
"36" -0.299685928396461 "Typ_A"
"37" -0.857098536523063 "Typ_A"
"38" 0.20520650570488 "Typ_A"
"39" 1.11532313253488 "Typ_A"
"40" -0.160326415947667 "Typ_A"
"41" -0.251782381844792 "Typ_A"
"42" -1.74642231903011 "Typ_A"
"43" 0.841227131142417 "Typ_A"
"44" -2.31430008935592 "Typ_A"
"45" 0.731325513294258 "Typ_A"
"46" -1.28249484846404 "Typ_A"
"47" -1.92131198930496 "Typ_A"
"48" -1.07497187970722 "Typ_A"
"49" 0.0596806785216522 "Typ_A"
"50" 2.07181408509733 "Typ_A"
"51" 0.759959999499729 "Typ_A"
"52" 1.40042782477434 "Typ_A"
"53" 0.549168872679859 "Typ_A"
"54" -1.62864621010598 "Typ_A"
"55" -0.0827182942326835 "Typ_A"
"56" 0.0695417898871828 "Typ_A"
"57" -1.67791001385829 "Typ_A"
"58" -0.503673927970415 "Typ_A"
"59" 0.415800268596248 "Typ_A"
"60" -0.500884221308635 "Typ_A"
"61" 0.259666848095506 "Typ_A"
"62" -1.30878952834444 "Typ_A"
"63" 0.0610035147687584 "Typ_A"
"64" -1.89629566995794 "Typ_A"
"65" -1.02423488655024 "Typ_A"
"66" 0.169257247027295 "Typ_A"
"67" -0.604841973156971 "Typ_A"
"68" -0.17675482200776 "Typ_A"
"69" -0.802999308967827 "Typ_A"
"70" -0.0188971122260261 "Typ_A"
"71" 1.28033916858026 "Typ_A"
"72" -1.17597292874172 "Typ_A"
"73" 1.11158428305352 "Typ_A"
"74" -0.478488061121722 "Typ_A"
"75" 1.25628478521957 "Typ_A"
"76" 0.113825422858454 "Typ_A"
"77" -0.55362379156211 "Typ_A"
"78" 1.53215927454995 "Typ_A"
"79" 1.89923195610361 "Typ_A"
"80" -0.0659968385269033 "Typ_A"
"81" -0.523061637800283 "Typ_A"
"82" 0.312355088223898 "Typ_A"
"83" -0.9918952196354 "Typ_A"
"84" -1.11530993505624 "Typ_A"
"85" 1.15851213429253 "Typ_A"
"86" 0.685969464296712 "Typ_A"
"87" 1.32916583924248 "Typ_A"
"88" 2.10108331946895 "Typ_A"
"89" 0.167386809800906 "Typ_A"
"90" 0.218907284567903 "Typ_A"
"91" 0.339785032374685 "Typ_A"
"92" -0.186682239336909 "Typ_A"
"93" -0.786889626981466 "Typ_A"
"94" 0.473858135725058 "Typ_A"
"95" 0.0971598262212603 "Typ_A"
"96" 0.470298298553095 "Typ_A"
"97" -1.50282017993825 "Typ_A"
"98" 0.468194304111756 "Typ_A"
"99" 0.37098938457285 "Typ_A"
"100" -0.806058420368195 "Typ_A"
"101" -0.00761282448746056 "Typ_A"
"102" -0.340000740164795 "Typ_A"
"103" -1.20586890503164 "Typ_A"
"104" 0.00227376651275916 "Typ_A"
"105" 1.15807913056889 "Typ_A"
"106" -0.595517961588944 "Typ_A"
"107" -1.38747444824593 "Typ_A"
"108" -0.334518455990686 "Typ_A"
"109" -1.56014867886415 "Typ_A"
"110" -1.01994139513272 "Typ_A"
"111" 2.38824234385853 "Typ_A"
"112" 0.22609213385883 "Typ_A"
"113" 0.450861139330637 "Typ_A"
"114" 0.0402612215293708 "Typ_A"
"115" 0.325788669608569 "Typ_A"
"116" -1.08815715254477 "Typ_A"
"117" -0.876356678345787 "Typ_A"
"118" 0.257526915902988 "Typ_A"
"119" 2.01631249138519 "Typ_A"
"120" -0.0660394936116114 "Typ_A"
"121" -1.61227994019927 "Typ_A"
"122" 0.336840541315542 "Typ_A"
"123" -0.622181534558587 "Typ_A"
"124" -0.609691482395062 "Typ_A"
"125" 1.20117291771178 "Typ_A"
"126" -0.391436458714882 "Typ_A"
"127" -0.901049659950733 "Typ_A"
"128" 0.332436291594152 "Typ_A"
"129" 0.0362639159095246 "Typ_A"
"130" -1.26489086612759 "Typ_A"
"131" 0.323843868017749 "Typ_A"
"132" 0.915580721835764 "Typ_A"
"133" 1.30852899202542 "Typ_A"
"134" 0.222736602556704 "Typ_A"
"135" 0.880519316831328 "Typ_A"
"136" -1.28919647189057 "Typ_A"
"137" -0.723609111708453 "Typ_A"
"138" 0.00781645908976634 "Typ_A"
"139" 0.0881063303057185 "Typ_A"
"140" -0.330901526960264 "Typ_A"
"141" -0.555644000187007 "Typ_A"
"142" -0.687846340928829 "Typ_A"
"143" 0.0247072456695501 "Typ_A"
"144" 0.103306913227878 "Typ_A"
"145" -0.069630896148363 "Typ_A"
"146" 0.500804711809266 "Typ_A"
"147" 0.297119167512801 "Typ_A"
"148" 0.083183697338037 "Typ_A"
"149" -1.40518385881571 "Typ_A"
"150" -1.01959112968871 "Typ_A"
"151" -0.136174680422828 "Typ_A"
"152" 0.104147530436667 "Typ_A"
"153" 1.8614099028523 "Typ_A"
"154" 1.87166421301576 "Typ_A"
"155" 1.998583605927 "Typ_A"
"156" 0.149340548494376 "Typ_A"
"157" 1.12630334678676 "Typ_A"
"158" 3.30916665877938 "Typ_A"
"159" 2.98173423548506 "Typ_A"
"160" -0.412411519120799 "Typ_A"
"161" 1.14478697701011 "Typ_A"
"162" -0.0109889317094245 "Typ_A"
"163" -0.687799239693158 "Typ_A"
"164" 1.15841594841869 "Typ_A"
"165" 0.385580399276717 "Typ_A"
"166" -1.54549323319112 "Typ_A"
"167" -1.21471123228176 "Typ_A"
"168" -0.0793459275910103 "Typ_A"
"169" -0.793712150630773 "Typ_A"
"170" 1.43540612685498 "Typ_A"
"171" -0.683294844926865 "Typ_A"
"172" -1.75995810300485 "Typ_A"
"173" 0.986603781889376 "Typ_A"
"174" -0.240993502045771 "Typ_A"
"175" -0.183399145277272 "Typ_A"
"176" -0.208672336858483 "Typ_A"
"177" -2.29447015494543 "Typ_A"
"178" -0.598323456080883 "Typ_A"
"179" -0.744192843870826 "Typ_A"
"180" -0.368112083740447 "Typ_A"
"181" 1.10077676017926 "Typ_A"
"182" 0.179106619586165 "Typ_A"
